source_type,rainfall_24h_mm,temperature_C,dissolved_oxygen_mgL,chlorine_mgL,month,fecal_coliform_MPN,season,pH,turbidity_NTU,persons_with_symptoms,hardness_mgL,nitrate_mgL,TDS_mgL,risk_percent
shallow_well,12.625,19.268,7.256,0.777,7,7.194,Monsoon,6.265,20.858,4,209.26,6.992,435.12,31.83
rooftop_rainwater,0.88,23.815,7.125,0.071,5,22.991,Summer,8.259,10.522,5,21.63,0.354,122.82,32.957
spring,16.706,25.04,5.819,0.564,7,11.776,Monsoon,8.735,28.1,13,178.86,3.157,309.81,37.699
pond,12.691,24.578,8.248,0.1,9,33.136,Monsoon,8.382,11.133,10,69.6,19.624,290.66,41.299
community_tank,13.079,24.795,4.816,0.177,12,45.726,Winter,6.765,1.3,10,117.63,2.543,250.01,25.009
spring,1.056,25.859,8.703,0.062,5,88.299,Summer,7.669,11.434,17,152.21,0.672,306.87,46.02
shallow_well,12.65,26.526,7.494,0.902,2,112.026,Winter,6.791,9.172,8,143.85,17.872,447.22,26.682
rooftop_rainwater,11.389,25.777,7.882,0.048,10,52.467,Autumn,7.986,16.591,4,14.83,1.151,27.05,39.523
shallow_well,17.774,27.852,4.524,0.516,6,21.351,Monsoon,7.836,5.947,10,152.09,16.77,472.91,17.609
piped_protected,0.425,20.514,6.923,0.225,9,19.394,Monsoon,7.333,6.255,16,107.28,0.536,110.6,21.536
open_catchment,0.234,24.242,9.301,0.384,9,50.763,Monsoon,8.118,39.866,22,35.09,26.568,251.05,80.727
pond,4.668,26.303,6.782,0.494,12,68.531,Winter,7.499,35.2,7,85.02,32.971,536.6,51.816
river,1.611,25.768,7.195,0.45,5,9.79,Summer,8.735,32.316,5,102.31,22.598,455.72,42.848
open_catchment,8.173,23.043,5.284,0.748,11,344.807,Autumn,7.923,7.503,19,42.46,20.997,393.72,100.0
river,24.931,23.404,4.841,0.912,2,48.986,Winter,8.255,19.382,6,110.72,20.213,465.26,26.051
reservoir,4.967,22.475,7.346,0.3,6,73.77,Monsoon,6.854,39.31,34,96.89,5.778,176.9,88.455
rooftop_rainwater,18.64,27.93,5.983,0.025,12,50.761,Winter,7.52,47.705,6,21.6,0.301,105.14,80.029
deep_borehole,0.002,19.444,6.169,0.894,4,11.506,Summer,7.303,3.892,43,217.19,4.911,403.18,56.892
community_tank,1.845,21.155,7.095,0.979,4,20.77,Summer,5.165,3.381,2,127.8,7.411,326.37,28.775
canal,0.309,26.256,8.03,0.433,3,14.987,Summer,8.451,9.646,5,47.86,26.071,267.43,27.561
open_catchment,3.977,26.63,7.789,0.456,12,6.242,Winter,7.024,28.519,4,51.82,12.436,247.71,31.415
pond,23.88,20.247,7.149,0.144,1,9.707,Winter,8.184,10.521,51,43.49,10.01,144.74,98.141
shallow_well,1.02,26.879,8.331,0.476,9,184.581,Monsoon,8.651,21.973,20,208.77,12.131,471.58,78.378
pond,9.324,25.542,8.566,0.303,6,25.922,Monsoon,7.459,9.007,14,60.24,3.405,130.33,27.758
rooftop_rainwater,6.006,26.547,6.803,0.994,10,75.986,Autumn,7.929,19.475,25,26.18,0.275,10.0,52.837
reservoir,27.882,25.217,9.502,0.185,11,18.392,Autumn,7.533,4.331,25,93.67,4.558,289.0,38.406
river,1.307,26.276,5.369,0.379,12,15.876,Winter,7.206,24.339,3,83.08,1.855,174.16,18.366
shallow_well,2.383,26.38,4.7,0.617,3,141.054,Summer,6.589,22.333,5,228.85,23.822,724.37,46.223
canal,0.3,26.416,9.075,0.345,1,26.765,Winter,8.371,3.566,1,44.46,1.972,55.65,9.273
canal,5.69,25.732,5.95,0.474,6,25.721,Monsoon,6.678,28.839,4,122.87,22.084,340.79,32.168
open_catchment,3.255,24.743,2.991,0.973,4,41.628,Summer,8.033,1.757,13,58.4,7.809,311.86,36.826
rooftop_rainwater,20.395,24.761,6.511,0.508,1,60.085,Winter,4.83,20.494,13,17.75,0.328,16.81,62.373
deep_borehole,9.287,25.69,8.843,0.91,10,18.955,Autumn,9.494,26.571,6,177.62,4.814,421.78,44.497
rooftop_rainwater,9.522,27.476,6.539,0.043,4,3.952,Summer,8.0,24.713,2,16.93,1.635,47.4,36.643
reservoir,7.591,30.894,4.337,0.12,2,101.153,Winter,8.212,3.92,1,97.94,3.761,203.82,35.477
river,0.963,26.585,6.566,0.945,3,49.115,Summer,7.898,1.185,3,82.47,2.699,293.5,9.723
pond,5.888,26.132,6.721,0.129,10,13.499,Autumn,7.504,0.414,1,57.15,14.339,224.72,13.946
canal,76.113,28.646,6.496,0.737,10,27.349,Autumn,6.591,0.34,47,86.19,14.22,317.75,74.041
pond,18.032,26.189,5.921,0.446,7,119.502,Monsoon,8.073,10.015,2,58.3,28.48,298.31,31.891
pond,22.392,21.819,5.992,0.407,7,154.101,Monsoon,7.988,3.128,17,71.12,8.938,249.68,55.271
pond,17.329,22.8,8.092,0.659,5,23.136,Summer,7.728,28.675,5,71.96,127.959,993.46,49.529
canal,1.087,30.487,6.13,0.728,10,141.979,Autumn,8.293,2.509,10,59.79,9.896,165.04,34.614
reservoir,2.581,22.86,7.242,0.932,2,32.107,Winter,6.95,15.559,8,91.1,1.679,351.81,21.807
spring,0.031,26.71,7.237,0.257,9,15.595,Monsoon,8.576,35.016,1,169.05,1.264,278.29,25.923
piped_protected,3.617,22.034,6.076,0.698,9,19.078,Monsoon,7.844,46.86,24,114.05,7.009,227.85,73.706
river,1.15,28.853,5.871,0.342,9,187.569,Monsoon,2.69,27.417,24,91.03,5.697,197.72,100.0
spring,6.402,23.619,7.105,0.718,6,56.978,Monsoon,5.853,3.202,4,141.63,1.796,200.07,25.928
river,11.305,25.248,4.522,0.142,12,12.666,Winter,8.174,10.552,2,87.43,1.216,167.34,28.732
shallow_well,20.755,24.315,9.991,0.458,1,89.244,Winter,8.089,2.857,2,133.88,7.68,216.71,12.849
rooftop_rainwater,13.832,26.515,6.141,0.184,12,92.797,Winter,6.807,12.761,19,16.63,1.267,116.28,60.636
rooftop_rainwater,27.901,25.515,6.414,0.336,6,21.315,Monsoon,7.512,3.826,9,23.22,0.491,64.45,16.09
community_tank,0.554,27.73,8.105,0.716,11,50.955,Autumn,6.004,5.609,5,108.0,1.984,209.71,22.547
rooftop_rainwater,0.123,26.966,6.745,0.233,8,131.267,Monsoon,2.542,11.251,5,13.67,0.113,59.3,95.316
canal,10.828,25.845,6.374,0.685,4,10.319,Summer,7.783,1.824,8,52.11,12.624,192.78,9.739
deep_borehole,3.416,26.954,4.994,0.496,6,5.567,Monsoon,7.75,6.126,4,181.55,2.074,292.22,4.559
open_catchment,2.924,27.101,7.153,0.092,11,16.545,Autumn,8.868,5.818,1,29.25,21.482,242.74,42.704
community_tank,4.018,23.808,6.18,0.387,8,5.849,Monsoon,6.314,12.325,6,86.66,7.192,282.73,28.145
open_catchment,3.144,23.579,10.122,0.869,6,9.511,Monsoon,8.881,11.893,21,47.82,17.048,155.75,49.968
river,7.163,29.656,6.692,0.989,4,99.764,Summer,5.378,6.92,17,93.15,0.875,225.97,64.347
open_catchment,5.801,27.119,3.6,0.369,7,13.987,Monsoon,9.731,28.094,25,62.07,24.21,615.02,94.558
open_catchment,7.183,26.213,8.425,0.055,5,30.008,Summer,7.229,14.416,11,53.18,14.902,240.45,36.546
community_tank,11.169,22.595,5.5,0.13,11,65.842,Autumn,8.012,22.853,1,84.43,10.975,361.1,35.558
shallow_well,4.896,19.635,7.159,0.788,11,104.095,Autumn,7.953,11.839,7,187.55,16.726,513.71,35.781
pond,2.894,24.122,9.107,0.656,1,45.302,Winter,7.207,6.72,1,57.27,4.084,134.64,2.676
rooftop_rainwater,1.818,23.642,6.537,0.285,3,4.12,Summer,6.341,6.691,35,28.19,0.777,24.54,67.596
rooftop_rainwater,4.3,24.069,6.693,0.391,3,30.477,Summer,7.492,3.25,12,20.18,0.27,117.94,25.036
canal,13.54,27.559,8.402,0.811,1,68.695,Winter,7.613,25.092,1,36.37,5.786,142.09,24.268
community_tank,14.135,29.582,9.138,0.413,4,37.86,Summer,7.359,25.905,33,84.69,5.593,273.39,60.703
canal,10.993,28.328,6.794,0.756,2,55.211,Winter,7.065,1.618,5,67.7,11.622,274.86,18.339
deep_borehole,2.666,23.183,10.034,0.295,12,16.561,Winter,6.564,24.915,2,246.28,7.23,590.59,17.16
deep_borehole,8.869,26.615,4.392,0.725,10,35.229,Autumn,7.869,24.067,14,327.59,6.451,739.86,41.351
canal,8.456,23.538,5.646,0.466,1,61.775,Winter,8.376,12.923,2,85.67,12.613,282.47,20.927
community_tank,6.622,19.477,6.284,0.545,12,132.224,Winter,5.961,19.204,3,134.04,4.49,334.0,43.838
canal,7.985,24.771,8.585,0.599,6,17.133,Monsoon,6.698,35.558,1,52.33,29.984,337.04,44.811
rooftop_rainwater,6.769,28.782,7.346,0.451,7,16.769,Monsoon,8.061,9.308,13,32.84,0.177,40.72,25.094
spring,8.335,23.996,5.987,0.466,4,154.73,Summer,7.629,21.004,3,190.38,1.975,293.88,31.766
piped_protected,12.57,27.5,5.311,0.266,5,23.006,Summer,8.021,44.696,17,118.52,6.457,373.69,64.652
open_catchment,1.161,23.003,4.76,0.986,9,39.995,Monsoon,6.344,6.732,10,54.44,7.716,210.95,33.572
piped_protected,13.848,27.065,7.774,0.906,8,41.601,Monsoon,6.565,8.29,5,110.68,2.838,337.8,22.025
community_tank,1.461,24.269,6.416,0.527,2,31.939,Winter,7.903,14.877,36,154.84,14.384,406.65,53.875
reservoir,0.69,29.57,8.522,0.035,10,221.514,Autumn,6.222,9.664,3,94.36,75.563,911.97,96.142
piped_protected,37.33,24.06,4.85,0.168,3,25.594,Summer,10.433,4.226,15,106.37,4.278,216.42,62.246
deep_borehole,31.464,23.373,7.641,0.854,9,70.291,Monsoon,7.509,13.14,2,241.56,0.155,420.02,6.884
river,0.623,29.414,6.936,0.931,5,21.268,Summer,7.954,19.977,3,95.76,20.377,322.34,19.328
open_catchment,5.856,23.269,6.08,0.161,1,205.119,Winter,6.508,0.08,2,55.21,30.087,390.13,64.445
pond,2.061,25.638,6.189,0.735,9,14.331,Monsoon,7.349,3.136,28,80.38,18.285,398.43,41.377
reservoir,6.643,23.291,7.154,0.623,8,59.219,Monsoon,8.115,71.503,7,95.66,5.347,191.62,100.0
community_tank,17.73,27.772,6.953,0.303,10,3.432,Autumn,8.791,27.438,19,110.8,4.635,207.65,45.496
open_catchment,30.08,28.891,5.663,0.436,7,24.021,Monsoon,6.701,75.056,1,36.97,31.587,334.81,100.0
piped_protected,10.058,22.976,7.773,0.677,7,55.703,Monsoon,6.628,14.295,9,146.33,1.502,290.48,26.672
deep_borehole,4.368,26.639,8.808,0.101,8,7.803,Monsoon,7.504,9.875,6,207.44,3.919,475.82,19.27
shallow_well,9.246,26.917,6.634,0.189,11,22.215,Autumn,6.769,0.457,44,120.13,7.948,316.29,69.057
spring,3.74,25.379,7.873,0.033,4,779.472,Summer,5.37,5.916,16,217.76,3.202,362.28,100.0
pond,24.06,29.577,6.761,0.902,7,11.274,Monsoon,7.554,7.489,27,40.37,8.399,120.02,44.792
reservoir,20.433,29.554,10.615,0.574,8,42.011,Monsoon,7.633,1.986,7,74.53,8.556,135.23,14.959
spring,8.17,22.442,7.021,0.523,11,7.703,Autumn,10.325,7.035,17,139.88,3.863,236.63,52.482
open_catchment,3.927,28.626,8.052,0.706,10,11.124,Autumn,7.148,3.577,3,51.24,18.033,329.45,17.822
deep_borehole,3.473,26.52,8.751,0.988,3,49.015,Summer,5.596,8.174,13,254.03,2.231,420.97,38.883
deep_borehole,0.34,25.732,6.039,0.172,2,25.749,Winter,7.766,12.543,36,290.31,9.492,615.53,57.798
piped_protected,16.918,24.303,8.059,0.133,2,14.438,Winter,7.312,15.381,10,121.99,1.552,315.54,28.099
rooftop_rainwater,5.985,20.553,8.294,0.295,7,20.266,Monsoon,7.241,10.878,1,22.05,0.263,49.67,5.688
piped_protected,3.932,25.849,7.645,0.904,9,96.439,Monsoon,6.264,0.517,5,126.19,3.895,247.1,26.382
rooftop_rainwater,6.37,25.924,8.145,0.411,12,25.577,Winter,8.165,34.925,10,13.73,0.148,10.0,43.757
rooftop_rainwater,17.078,30.984,6.028,0.793,8,56.801,Monsoon,6.342,24.48,2,18.56,0.943,108.63,44.816
pond,1.331,22.978,10.221,0.203,10,5.913,Autumn,8.285,12.917,6,67.51,21.879,352.63,26.501
piped_protected,19.495,20.178,3.402,0.494,10,18.768,Autumn,9.491,26.92,6,113.89,3.062,236.99,51.731
shallow_well,22.78,21.462,5.738,0.127,7,21.077,Monsoon,7.0,28.508,22,178.13,2.603,374.64,63.87
reservoir,29.32,29.774,4.993,0.413,9,15.499,Monsoon,8.886,3.619,9,83.83,5.203,197.23,26.615
canal,5.066,23.657,9.584,0.262,4,28.273,Summer,6.85,4.335,8,41.96,13.515,165.03,22.689
canal,2.448,29.091,6.804,0.549,10,23.718,Autumn,8.123,1.025,5,63.0,11.386,167.56,10.924
piped_protected,4.678,25.019,5.583,0.78,7,66.086,Monsoon,7.742,11.269,5,74.09,5.999,179.29,16.602
piped_protected,4.048,22.076,6.092,0.938,5,96.254,Summer,6.714,17.636,9,48.92,2.646,171.05,38.153
spring,1.938,31.004,4.713,0.284,1,17.409,Winter,7.148,1.656,2,211.34,1.819,473.6,6.852
reservoir,9.346,28.953,7.941,0.743,10,105.724,Autumn,6.299,8.87,7,75.74,12.956,224.35,36.172
reservoir,6.475,24.461,8.092,0.886,4,15.674,Summer,6.223,23.621,8,120.57,87.272,687.77,51.764
pond,20.077,27.99,7.455,0.125,1,36.163,Winter,6.993,15.29,12,36.54,8.117,135.28,50.408
piped_protected,0.326,25.369,5.926,0.586,1,8.768,Winter,8.778,11.592,10,99.36,1.755,248.41,28.792
reservoir,10.325,26.313,9.289,0.612,7,24.22,Monsoon,7.133,10.522,4,94.06,0.567,246.85,9.536
spring,14.395,30.287,8.173,0.272,3,146.601,Summer,7.395,6.477,8,130.39,0.372,217.96,33.005
rooftop_rainwater,14.25,20.441,4.383,0.023,9,36.925,Monsoon,8.184,8.032,1,28.11,0.855,30.94,36.254
deep_borehole,21.722,23.924,6.709,0.257,11,24.909,Autumn,4.866,4.815,12,225.75,4.158,543.03,47.154
deep_borehole,13.058,25.088,5.265,0.585,7,4.675,Monsoon,7.278,15.692,3,233.23,5.093,454.56,11.82
rooftop_rainwater,26.285,26.003,9.208,0.196,11,30.099,Autumn,6.072,14.443,18,20.07,0.483,11.88,56.584
community_tank,4.045,21.254,6.327,0.287,6,35.284,Monsoon,3.898,3.154,13,151.46,13.407,228.86,60.991
spring,6.996,27.751,4.931,0.708,2,20.115,Winter,8.734,4.367,2,112.53,5.273,300.06,13.229
reservoir,0.142,21.538,6.781,0.398,5,23.087,Summer,7.96,60.113,4,99.81,14.098,274.98,67.925
spring,0.07,21.251,9.385,0.065,8,28.928,Monsoon,8.251,1.545,14,146.61,1.346,356.01,40.048
rooftop_rainwater,2.746,24.248,8.297,0.399,4,33.082,Summer,6.997,16.556,13,14.58,1.605,85.19,35.089
shallow_well,1.063,30.687,6.218,1.0,8,26.853,Monsoon,8.115,10.172,8,216.03,14.698,517.5,18.882
river,3.014,32.625,6.739,0.261,9,102.596,Monsoon,8.021,1.139,4,34.34,3.192,34.84,28.64
open_catchment,1.949,26.466,8.492,0.265,8,11.639,Monsoon,7.141,0.858,8,36.83,6.68,81.7,13.085
rooftop_rainwater,0.289,24.285,9.092,0.17,6,149.112,Monsoon,6.034,22.648,48,14.11,0.335,89.38,100.0
reservoir,24.002,25.469,4.674,0.272,2,24.722,Winter,6.958,13.452,6,141.16,6.834,325.63,15.493
piped_protected,0.083,26.005,7.23,0.575,8,54.533,Monsoon,7.891,0.64,8,168.85,0.307,315.9,12.93
piped_protected,13.321,29.399,6.468,0.965,4,92.433,Summer,6.903,4.756,17,78.88,7.293,101.42,35.241
pond,1.65,21.346,6.269,0.608,1,38.772,Winter,8.408,4.192,1,65.05,38.571,225.83,19.917
rooftop_rainwater,24.33,28.583,9.013,0.41,5,31.084,Summer,6.995,11.533,25,24.45,1.425,23.17,41.378
pond,22.33,20.72,4.968,0.39,3,37.085,Summer,10.202,3.867,19,95.73,2.348,200.63,59.136
rooftop_rainwater,10.61,23.557,8.208,0.024,3,4.936,Summer,6.562,22.165,8,14.62,0.591,76.06,51.143
spring,11.155,24.992,3.577,0.003,7,2.617,Monsoon,7.249,3.807,8,142.73,1.94,318.52,39.156
open_catchment,0.054,26.233,5.912,0.797,12,67.878,Winter,8.474,8.393,25,49.38,13.542,159.93,54.762
spring,41.912,24.989,7.051,0.49,1,23.201,Winter,10.064,7.676,13,106.55,6.343,248.79,45.362
river,21.024,25.525,5.033,0.033,3,13.9,Summer,7.658,1.039,15,41.3,13.851,251.92,47.061
deep_borehole,22.548,25.121,10.306,0.286,10,39.908,Autumn,6.259,6.911,3,296.31,11.09,685.28,13.812
canal,10.766,20.438,5.924,0.357,6,27.479,Monsoon,7.346,7.342,1,53.93,2.194,126.96,5.617
rooftop_rainwater,4.228,26.725,5.803,0.783,8,9.083,Monsoon,7.685,2.203,6,18.56,0.571,124.46,12.3
river,22.41,27.434,5.96,0.434,6,82.119,Monsoon,7.766,30.282,2,46.06,1.888,212.41,45.266
deep_borehole,3.446,29.028,7.875,0.789,11,98.562,Autumn,8.255,6.545,6,251.47,28.689,569.56,25.052
reservoir,8.272,30.541,8.361,0.634,4,39.509,Summer,3.447,26.39,10,49.87,1.004,132.81,87.832
community_tank,1.051,26.233,6.343,0.033,8,37.754,Monsoon,6.946,12.219,10,78.01,1.697,143.77,45.3
open_catchment,25.505,29.235,7.475,0.969,10,31.744,Autumn,5.66,0.137,12,57.94,9.992,199.72,48.637
pond,1.517,25.054,7.592,0.181,5,36.123,Summer,6.474,16.063,2,62.8,23.655,385.48,33.807
pond,2.548,20.649,4.838,0.276,10,45.333,Autumn,5.97,7.251,3,60.11,2.926,244.39,33.795
spring,8.167,27.883,6.821,0.809,6,20.204,Monsoon,9.016,18.429,12,184.08,4.014,404.84,38.392
piped_protected,14.443,27.219,6.054,0.19,12,71.128,Winter,7.355,16.37,3,132.8,0.206,297.25,22.491
deep_borehole,9.659,25.002,4.665,0.401,1,37.969,Winter,7.827,18.8,3,181.47,2.706,400.39,8.287
community_tank,2.641,24.813,7.32,0.865,4,69.08,Summer,7.153,16.48,12,46.62,2.876,223.2,30.327
river,0.009,26.434,8.522,0.637,11,112.297,Autumn,6.783,0.29,13,121.62,9.784,313.71,38.084
open_catchment,14.153,23.987,7.066,0.302,4,33.259,Summer,6.953,46.947,4,74.19,3.286,125.89,55.677
deep_borehole,42.136,26.327,3.142,0.644,12,44.607,Winter,6.263,8.719,21,220.75,2.531,400.95,49.563
community_tank,16.603,22.233,6.315,0.813,12,60.758,Winter,7.03,31.061,19,188.12,7.655,409.62,47.854
canal,6.166,22.571,5.66,0.404,5,34.4,Summer,8.43,2.522,10,62.05,12.145,220.56,23.315
rooftop_rainwater,23.41,21.038,9.67,0.572,12,22.856,Winter,8.403,6.186,18,16.88,0.272,10.0,36.396
pond,5.274,31.732,6.491,0.988,1,38.455,Winter,7.324,51.032,39,43.11,9.647,142.72,100.0
river,7.443,25.219,4.579,0.965,4,116.784,Summer,7.335,29.124,29,66.64,3.042,167.77,69.412
pond,6.484,28.625,6.931,0.509,11,3.206,Autumn,6.117,22.361,2,57.73,6.23,169.17,38.943
river,5.935,21.71,7.953,0.096,7,67.272,Monsoon,8.332,4.799,5,95.8,5.158,180.66,38.321
spring,14.925,24.455,7.148,0.701,6,37.422,Monsoon,7.935,17.102,13,160.65,2.587,426.72,26.263
piped_protected,7.482,26.654,5.796,0.269,10,19.196,Autumn,7.159,3.863,1,136.57,14.143,334.25,4.741
river,3.808,29.414,6.312,0.669,5,75.812,Summer,13.31,15.579,2,96.61,10.4,285.96,79.805
pond,2.986,23.193,8.148,0.352,11,9.894,Autumn,7.948,47.822,6,49.51,14.86,69.24,51.968
spring,0.385,23.792,7.152,0.719,1,21.617,Winter,8.616,6.029,1,187.3,5.991,362.93,9.022
river,8.751,22.624,10.038,0.367,8,118.074,Monsoon,8.28,9.382,6,77.46,7.359,95.1,36.964
canal,2.613,24.638,7.147,0.941,12,5.158,Winter,7.405,7.142,5,42.01,8.89,112.41,8.791
piped_protected,1.603,21.94,4.708,0.137,5,52.708,Summer,7.136,1.471,13,119.56,7.008,251.5,32.859
river,10.608,20.69,6.7,0.068,8,133.989,Monsoon,8.692,42.224,1,92.21,1.427,159.14,87.352
spring,11.432,25.776,6.155,0.781,11,95.969,Autumn,6.737,6.851,6,97.98,3.886,144.26,26.116
reservoir,13.95,27.012,4.671,0.401,6,47.607,Monsoon,7.44,45.309,33,114.51,0.867,117.0,90.859
deep_borehole,7.003,21.583,7.196,0.466,7,12.529,Monsoon,6.764,17.83,21,260.92,4.843,513.24,39.227
shallow_well,22.448,22.977,6.373,0.934,10,77.867,Autumn,7.276,3.501,13,191.12,14.258,413.9,28.953
community_tank,27.542,24.7,7.224,0.59,10,17.306,Autumn,6.804,13.092,39,83.49,9.937,300.55,66.34
shallow_well,16.47,30.12,9.745,0.66,1,27.528,Winter,6.972,1.335,1,212.93,4.38,407.17,2.307
reservoir,10.095,16.502,6.806,0.019,6,30.488,Monsoon,6.609,3.048,3,86.75,5.202,212.92,31.653
shallow_well,3.62,26.335,8.537,0.671,3,9.644,Summer,7.868,1.575,2,201.32,6.454,519.63,2.222
reservoir,40.713,27.038,6.713,0.388,3,115.981,Summer,5.865,0.938,15,103.62,5.516,163.08,48.545
open_catchment,3.204,22.864,7.623,0.46,3,29.31,Summer,6.947,13.498,20,55.94,16.949,223.83,39.715
reservoir,2.265,23.952,7.18,0.808,6,29.878,Monsoon,6.447,4.397,11,74.68,1.746,231.27,35.068
reservoir,5.837,25.999,7.401,0.524,8,17.58,Monsoon,13.249,19.811,3,132.56,6.096,397.96,83.828
reservoir,0.585,24.911,6.803,0.987,12,15.997,Winter,7.005,5.727,2,80.51,1.463,294.91,2.466
canal,38.394,30.097,9.176,0.797,3,59.137,Summer,6.351,28.621,8,36.18,18.986,291.6,61.088
deep_borehole,8.878,25.308,7.948,0.729,3,60.691,Summer,7.927,8.157,2,210.44,1.593,276.94,6.139
rooftop_rainwater,8.141,27.584,7.173,0.589,5,619.657,Summer,7.302,6.06,2,21.35,0.87,20.75,98.085
river,10.665,26.351,8.363,0.412,6,23.606,Monsoon,8.088,0.582,9,80.45,7.016,154.71,15.118
community_tank,6.872,27.082,7.193,0.053,6,21.142,Monsoon,7.517,18.351,2,150.37,1.337,261.5,25.367
piped_protected,0.326,22.668,8.675,0.018,7,96.299,Monsoon,7.915,52.448,25,101.65,6.591,324.38,100.0
deep_borehole,9.476,25.604,5.23,0.047,7,73.925,Monsoon,9.354,4.225,3,198.0,1.554,195.77,44.013
pond,12.594,24.803,10.197,0.959,11,24.118,Autumn,6.415,14.876,18,62.48,9.404,222.27,53.045
rooftop_rainwater,5.391,22.851,7.258,0.323,3,45.507,Summer,6.865,15.716,9,6.11,0.431,34.93,30.628
open_catchment,14.159,27.775,5.288,0.701,5,151.34,Summer,7.611,8.132,2,45.95,7.751,95.07,27.713
open_catchment,2.575,18.954,8.124,0.594,1,10.022,Winter,6.206,5.882,37,33.49,5.343,87.51,77.547
reservoir,2.501,29.041,8.94,0.572,1,15.477,Winter,8.261,0.751,8,106.87,1.301,89.96,11.23
deep_borehole,1.76,18.344,5.463,0.579,2,49.069,Winter,7.071,41.804,3,178.73,0.767,410.61,49.231
spring,4.652,24.539,6.292,0.302,12,16.509,Winter,7.832,9.987,3,122.85,7.767,281.48,6.588
shallow_well,18.774,27.823,8.522,0.887,12,17.328,Winter,6.344,5.114,2,197.46,16.892,398.81,15.927
pond,17.597,21.435,7.847,0.919,2,108.589,Winter,6.646,29.866,9,98.98,6.124,212.45,53.69
open_catchment,4.826,26.271,6.34,0.645,7,48.309,Monsoon,7.894,2.079,10,59.7,4.736,238.04,22.372
community_tank,8.895,25.947,6.626,0.864,5,30.397,Summer,5.926,16.867,9,109.36,3.51,235.8,31.266
open_catchment,12.759,25.98,5.124,0.06,3,14.959,Summer,7.674,1.746,19,61.51,32.345,405.32,55.179
piped_protected,2.76,23.954,5.518,0.1,7,46.125,Monsoon,9.017,18.337,1,169.46,3.673,385.51,40.622
river,1.841,23.604,4.491,0.559,12,102.754,Winter,5.29,12.919,1,68.53,6.051,213.23,49.026
open_catchment,35.79,20.29,6.477,0.847,3,9.098,Summer,6.767,11.821,19,64.44,0.423,19.09,32.86
piped_protected,9.612,24.688,8.016,0.315,3,9.733,Summer,6.282,11.587,2,105.79,0.144,198.56,14.379
deep_borehole,39.854,27.753,6.6,0.548,4,62.966,Summer,7.082,8.052,2,300.54,3.577,670.88,20.078
deep_borehole,4.121,23.632,8.675,0.01,5,18.52,Summer,7.666,31.656,8,257.47,6.708,327.01,52.209
rooftop_rainwater,12.141,23.781,6.031,0.987,8,14.508,Monsoon,6.561,0.527,6,30.25,1.993,98.49,16.616
open_catchment,2.518,29.769,4.763,0.767,9,16.434,Monsoon,6.469,29.339,11,57.01,5.345,164.57,53.801
community_tank,3.027,24.51,8.732,0.361,5,67.941,Summer,7.26,7.755,3,113.98,5.134,247.09,4.957
open_catchment,7.172,26.056,7.551,0.983,8,65.9,Monsoon,6.635,5.583,19,64.06,17.806,353.45,44.772
community_tank,3.851,26.607,8.841,0.092,3,47.484,Summer,7.322,12.686,3,120.67,11.741,287.65,19.893
canal,1.835,24.508,6.495,0.464,11,21.041,Autumn,6.324,3.417,6,61.85,16.926,125.68,24.818
reservoir,3.05,27.044,9.386,0.059,7,14.413,Monsoon,8.771,8.256,1,59.42,1.024,126.29,36.119
rooftop_rainwater,0.364,27.968,5.385,0.335,3,17.728,Summer,6.929,13.811,34,11.15,1.173,44.02,52.645
canal,12.188,27.711,6.569,0.219,12,13.423,Winter,6.28,6.554,4,57.94,3.876,107.32,25.086
open_catchment,6.775,28.046,7.612,0.317,12,21.793,Winter,7.059,5.36,8,54.54,2.228,10.0,17.515
rooftop_rainwater,0.99,18.752,6.296,0.947,10,33.252,Autumn,5.88,12.472,7,19.7,1.7,117.33,42.822
canal,1.884,21.484,7.341,0.427,3,66.734,Summer,7.68,13.748,6,77.48,15.737,269.75,18.71
shallow_well,1.082,23.457,8.872,0.325,4,33.31,Summer,7.179,5.256,2,197.05,0.126,338.61,1.084
open_catchment,9.483,22.612,7.565,0.641,2,27.168,Winter,5.991,14.642,10,55.5,3.061,114.46,40.262
canal,0.989,22.84,6.732,0.683,7,174.149,Monsoon,6.952,25.951,9,86.29,2.183,217.43,58.682
shallow_well,14.036,27.669,8.839,0.984,6,1.363,Monsoon,6.572,1.682,6,102.53,7.538,293.82,13.507
shallow_well,0.207,25.321,7.769,0.546,11,60.635,Autumn,6.931,39.14,8,184.93,37.172,637.13,59.733
deep_borehole,2.869,24.589,6.988,0.753,3,53.818,Summer,6.594,0.976,11,178.84,1.361,315.27,20.024
open_catchment,22.134,24.323,6.88,0.382,1,54.508,Winter,6.973,10.402,20,57.66,11.796,267.41,39.954
shallow_well,12.677,23.8,6.449,0.171,12,80.678,Winter,8.528,32.624,3,173.13,4.446,391.04,45.789
deep_borehole,0.758,24.274,8.265,0.43,10,10.059,Autumn,7.213,4.136,15,165.95,4.819,362.86,15.276
canal,17.211,29.163,8.321,0.419,3,82.706,Summer,7.582,16.703,17,56.85,3.76,185.28,38.998
piped_protected,6.793,19.707,8.898,0.421,4,46.917,Summer,8.976,0.6,14,84.78,5.061,153.23,38.074
open_catchment,18.759,28.823,7.645,0.695,10,21.72,Autumn,7.598,9.169,18,53.93,14.712,269.1,28.459
